"","lat","lon","Complaint.Type","Identifier","Severity"
"23158",43.06872,-76.103651,"Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store","024.-12-01.0",14
"23162",43.046508,-76.1107059,"Property Maintenance-Ext","037.-09-14.0",11
"23177",43.023755,-76.1625,"Property Maintenance-Ext; Property Maintenance-Ext","083.-12-13.0",12
"23187",43.0607239,-76.0945195,"Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety","026.-22-05.1",15
"23223",43.05571,-76.117771,"Property Maintenance-Ext; Property Maintenance-Ext","028.-11-15.0",12
"23225",43.002305,-76.1452769,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","071.-20-23.0",28
"23230",43.0606099,-76.1432729,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext","016.-04-24.0",30
"23249",43.064962,-76.146239,"Property Maintenance-Ext; Property Maintenance-Ext; Trash/Debris-Private, Occ","009.-23-09.0",13
"23251",43.057457,-76.163984,"Cert of Use - Bar","107.-07-04.0",11
"23272",43.051022,-76.186654,"Trash/Debris-Private, Occ","111.-22-06.0",11
"23281",43.050482,-76.1727779,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","109.-04-48.0",20
"23299",38.8346347,-97.6258434,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Overgrowth: Private, Occ","084.-22-10.0",22
"23330",43.058209,-76.113591,"Vacant House Open toEntry; Vacant House Open toEntry","028.-07-04.0",12
"23346",43.022888,-76.157435,"Vacant House Open toEntry","078.-02-05.0",11
"23347",43.05106,-76.172467,"Bed Bugs; Bed Bugs; Property Maintenance-Ext; Property Maintenance-Ext","109.-04-21.0",14
"23356",43.066746,-76.147936,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int","009.-14-05.0",13
"23358",43.073242,-76.159257,"Infestation; Infestation; Infestation","002.-20-12.0",13
"23366",43.051277,-76.169532,"Property Maintenance-Ext","105.-01-40.0",11
"23377",43.034735,-76.171188,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-20-09.0",14
"23381",43.027402,-76.150915,"Property Maintenance-Ext; Property Maintenance-Ext","084.-27-05.0",12
"23418",43.065722,-76.153568,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-31-15.0",13
"23425",43.07269,-76.112014,"Property Maintenance-Ext; Building W/O Permit","022.-10-16.0",12
"23426",43.062858,-76.138556,"Property Maintenance-Ext","015.-12-14.0",11
"23429",43.052394,-76.168081,"Property Maintenance-Ext","106.-10-16.0",11
"23433",43.068206,-76.15071,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-26-07.0",13
"23447",43.079514,-76.151698,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","004.-11-04.0",21
"23453",43.061637,-76.092307,"Property Maintenance-Int; Property Maintenance-Int","026.-14-17.0",12
"23479",43.044264,-76.157635,"Property Maintenance-Ext; Property Maintenance-Ext","101.-19-14.0",12
"23483",43.599396,-72.979286,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","101.-19-07.0",24
"23488",43.040515,-76.170143,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-16-48.0",13
"23593",43.020414,-76.148742,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-21-33.0",13
"23597",43.034698,-76.175636,"Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Property Maintenance-Ext; Property Maintenance-Ext","092.-24-09.0",14
"23622",43.008674,-76.156478,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","073.-22-15.0",13
"23635",43.044445,-76.093705,"Property Maintenance-Ext","039.-10-42.0",11
"23636",43.032286,-76.16038,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","086.-04-13.0",15
"23648",38.8487904,-97.5877634,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-03-05.0",15
"23655",43.058495,-76.198311,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","113.-10-12.0",13
"23667",43.0223299,-76.148202,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-23-30.0",13
"23673",43.014195,-76.148386,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","075.-10-18.0",26
"23681",43.0715697,-76.1133865,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","022.-08-33.0",22
"23694",43.006015,-76.156377,"Property Maintenance-Ext; Property Maintenance-Ext","070.-05-04.0",12
"23696",43.022576,-76.153772,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","078.-04-12.0",14
"23702",43.0286339,-76.169449,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","087.-13-14.0",13
"23705",43.055962,-76.121672,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","028.-15-31.0",13
"23734",14.5909285,120.9806492,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","022.-05-07.0",25
"23741",43.0481221,-76.1474244,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-35-34.0",13
"23747",43.014555,-76.142921,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-12-33.0",13
"23753",43.065178,-76.145388,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","009.-22-36.0",13
"23780",43.02035,-76.164086,"Trash/Debris-Private, Occ; Trash/Debris-Private, Occ","079.-10-08.0",12
"23782",43.070886,-76.157308,"Bed Bugs; Bed Bugs; Bed Bugs; Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","007.-07-08.0",33
"23789",43.068612,-76.120596,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","021.-05-17.0",13
"23802",43.0701759,-76.157317,"Property Maintenance-Ext","007.-07-15.0",11
"23804",43.068313,-76.1421809,"Property Maintenance-Ext; Property Maintenance-Ext","010.-28-05.0",12
"23816",43.015915,-76.154873,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-14-46.0",13
"23863",43.053058,-76.138811,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext","030.-02-02.0",17
"23870",43.047223,-76.101135,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","038.-10-13.0",13
"23886",43.08386,-76.145801,"Property Maintenance-Ext","004.-06-07.0",11
"23898",43.033298,-76.124467,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","052.-11-08.0",16
"23904",43.014863,-76.153874,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","075.-13-39.0",14
"23920",43.024239,-76.151636,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","083.-04-20.0",18
"23967",43.06213,-76.138442,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","016.-10-15.0",14
"23989",43.061301,-76.134047,"Property Maintenance-Ext","019.-06-07.0",11
"24001",43.067036,-76.12313,"Property Maintenance-Ext; Property Maintenance-Ext","014.-12-07.0",12
"24017",43.059621,-76.195542,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","113.-03-18.0",28
"24053",34.07406,-86.031097,"Property Maintenance-Ext; Property Maintenance-Ext","070.-07-40.0",12
"24076",43.010424,-76.143062,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","072.-14-04.0",14
"24095",43.077364,-76.142704,"Property Maintenance-Ext; Property Maintenance-Ext","005.-06-21.0",12
"24115",43.072211,-76.16321,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","002.-08-01.0",13
"24123",43.046842,-76.113899,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","037.-06-03.0",13
"24126",43.023018,-76.142344,"Property Maintenance-Ext","077.-11-09.0",11
"24127",43.056255,-76.129257,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","029.-03-15.0",32
"24151",43.057963,-76.144174,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Lock Box; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","016.-05-12.0",38
"24171",43.028021,-76.144074,"Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int","084.-11-28.0",13
"24172",43.009837,-76.1439,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Bed Bugs","072.-14-02.0",14
"24176",43.040622,-76.164992,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-05-32.0",13
"24179",43.014009,-76.140775,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","076.-13-01.0",13
"24182",43.064995,-76.106388,"Property Maintenance-Ext; Property Maintenance-Ext","024.-24-12.0",12
"24191",43.033539,-76.151889,"Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Trash/Debris-Private, Occ; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","085.-03-31.0",28
"24193",43.055237,-76.13776,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","018.-03-81.0",21
"24200",43.056673,-76.1966939,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext","112.-02-06.0",19
"24230",43.0481221,-76.1474244,"Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Unsafe Conditions; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","061.-02-48.0",25
"24271",43.032604,-76.186425,"Property Maintenance-Ext","091.-15-29.0",11
"24272",43.033897,-76.16944,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-14-03.0",14
"24307",43.025628,-76.132496,"Trash/Debris-Private, Occ; Trash/Debris-Private, Occ","058.-03-06.0",12
"24334",43.031857,-76.179971,"Property Maintenance-Ext; Property Maintenance-Ext","088.-06-10.0",12
"24336",43.0097189,-76.155645,"Property Maintenance-Ext; Property Maintenance-Ext","073.-03-08.0",12
